Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
41.920785510362734,Yes,Travel_Rarely,990.1100091377707,Sales,1.0167157330234964,1.7703127987826066,Life Sciences,1.0332975600872403,1.0541483316662472,2.1462938919710455,Male,93.82748573086543,3.4269602747481045,2.464491916744593,Sales Executive,3.397665191927962,Single,6438.949336292582,20845.10371351449,7.0778180504878545,Y,Yes,9.898765446924456,2.844896657493291,1.0128322328701718,95.6126541415412,0.0,8.063832541888267,0.0,1.0521038040876791,5.795945013396354,3.9938962582751705,0.0,4.594972197827553
51.58903742368502,No,Travel_Frequently,276.7760299759282,Research & Development,,1.0353327651436275,Life Sciences,0.944858981331452,2.107031250674431,3.470802817453916,Male,52.30415683687001,1.8134584317407128,1.7886970426767754,Research Scientist,1.5840591619620028,Married,4457.659621880568,24877.898696874563,1.1144227761087049,Y,No,,4.120281198223096,4.312007840857881,85.37086791885827,1.1046420288715106,8.965059044093744,3.2649518211347495,2.5264699605486554,10.070231762387724,7.937505283631791,1.0322945041998812,5.90120689907365
33.13154006277599,Yes,Travel_Rarely,1204.1585014098102,Research & Development,2.1986621490593556,2.118800710678523,Other,0.8108093097522286,4.008125398402128,3.979420228218787,Male,87.27133186611928,1.8772264786432311,0.833488125994919,Laboratory Technician,3.301008861378822,Single,2124.5452200839845,2262.942954042609,5.53959056053025,Y,Yes,15.401596177002482,2.781168161424213,2.332557571525947,76.24808369937371,0.0,8.427238427797128,3.004520759709385,2.9247839729127447,0.0,0.0,0.0,0.0
34.70707328308425,No,Travel_Frequently,1352.7524317362383,Sales,2.9378509902173464,3.6706735225504827,Life Sciences,0.8229755215550805,4.587268807486695,3.734704597310353,Female,56.37898175327742,2.9326460179415337,1.0953717426414948,Research Scientist,3.220843993556838,Married,2771.699079650058,27189.905713533703,0.7727926267394457,,Yes,9.757546378191774,2.7695764930959985,3.0295907873011676,75.88869726483978,0.0,7.662606311111432,2.8560014219361465,3.1170532375253632,8.435323918777826,5.563667042453395,2.8454291976939246,0.0
24.790188423581714,No,Travel_Rarely,485.05333266211227,Research & Development,1.9889527787727974,1.1204957700139049,Medical,,7.228740070071195,1.0794118652984637,Male,40.43388733251348,3.1177391269385915,0.9377461674438314,Laboratory Technician,1.6973295617622417,Married,3254.6015747035503,17675.541599116867,10.118125182022986,,,11.920147065810326,3.2821828252195475,,72.67093672024768,0.9530122628614914,6.2417333629560625,2.814719272899991,3.11231698216708,2.0401244119422595,1.9707859650508726,2.4959485653974154,2.2193525710327813
29.766336342895887,No,Travel_Frequently,900.4955548491376,Research & Development,1.805415249526665,,Life Sciences,0.9119610824833221,8.434913844238833,4.198521770781816,Male,74.57072928809221,2.6840990532064906,0.9330773506994229,Laboratory Technician,3.2836701719091055,Single,3258.6433430421353,11576.351829267962,0.0,Y,No,13.474396989702806,3.085446266946592,2.798835490585924,,0.0,6.694850952574809,1.871592141513714,2.0465439245305532,6.092499120708851,8.389254010682057,3.1315372911220005,7.060895878028314
61.93472326315304,,,1284.4563520179343,Research & Development,2.502577765761895,,Medical,0.8424555609944459,11.01999195546391,2.845946150681187,Female,82.23813555699788,3.4643902978023293,0.8936106701171831,Laboratory Technician,,Married,2659.952995883336,10226.206618616046,3.8226007983264414,Y,Yes,19.452026473915467,4.47322679573485,0.8096948656167993,80.23713588573312,3.190519161371925,11.226131895523562,,2.198285906335207,,0.0,0.0,0.0
27.098235287008848,No,Travel_Rarely,,Research & Development,22.32918876385789,0.9232620965475125,Life Sciences,0.8883567300024666,10.066385361470386,3.1947709415552854,Male,73.23039207337601,3.043274608282797,1.2238096818527011,,2.9339821117146188,Divorced,3091.7786004883087,14958.444688104455,1.1698186149982555,Y,No,21.367033686984247,4.173201997503555,2.0622211262869174,75.00328674289968,0.8911042158586189,1.0583928139312897,1.8680448723900418,,0.9623096050536518,0.0,0.0,0.0
30.37999881750915,,Travel_Frequently,195.34624013060917,Research & Development,,3.209049151645901,Life Sciences,0.8349657753237151,13.496343506042411,4.205716357975318,Male,,2.167565301145903,2.748524301811318,,3.079497380533524,Single,10089.717321523536,8130.111133109213,0.0,Y,No,,4.395155898916218,2.1567849007937756,91.9750033646563,0.0,10.088952735101216,1.9051346953679094,3.1047627717675677,9.894773118323599,7.992664729427418,1.151090575680572,7.080628212867008
35.37361350013831,No,Travel_Rarely,1277.9140194506913,Research & Development,28.61806049425258,3.144817730561315,Technical Degree,,12.351802911231875,,Male,100.37574950746475,3.033108354959649,,Healthcare Representative,3.3590018596522606,Married,5129.645258810449,13762.89623238068,6.934705768681021,Y,No,12.534048657003035,2.895479222163936,1.9335056234509609,86.33462831340671,1.9474969739847015,18.805414534945527,3.0084643813705876,2.1056784812219504,5.959243507408949,6.414024118199986,,6.447819533275993
